run,model_seed,background_seed,explanation_seed,explainer_seed,model,model_label,feature,feature_label,mean_absolute_effect,rank
3,1339,2339,5337,3339,xgboost,XGBoost,Kalium+100%mean,Potassium,0.10240054130554199,12.0
3,1339,2339,5337,3339,xgboost,XGBoost,PaCO2+100%mean,Partial Pressure of CO2,0.09303946793079376,13.0
3,1339,2339,5337,3339,xgboost,XGBoost,Albumin+100%mean,Albumin,0.08582355082035065,14.0
3,1339,2339,5337,3339,xgboost,XGBoost,Kreatinin+100%mean,Creatinine,0.08485570549964905,15.0
3,1339,2339,5337,3339,xgboost,XGBoost,Ph+100%mean,Potential Hydrogen,0.08261839300394058,16.0
3,1339,2339,5337,3339,xgboost,XGBoost,MBP+100%mean,Mean Blood Pressure,0.07301771640777588,17.0
3,1339,2339,5337,3339,xgboost,XGBoost,Bmi+100%mean,BMI,0.06877539306879044,18.0
3,1339,2339,5337,3339,xgboost,XGBoost,HCO3+100%mean,Bicarbonate,0.060408663004636765,19.0
3,1339,2339,5337,3339,xgboost,XGBoost,GLU+100%mean,Glucose,0.056736625730991364,20.0
3,1339,2339,5337,3339,xgboost,XGBoost,ASAT+100%mean,ASAT,0.054683443158864975,21.0
3,1339,2339,5337,3339,xgboost,XGBoost,Bilirubin+100%mean,Bilirubin,0.050795625895261765,22.0
3,1339,2339,5337,3339,xgboost,XGBoost,Weight+100%mean,Weight,0.050299737602472305,23.0
3,1339,2339,5337,3339,xgboost,XGBoost,AnionGAP+100%mean,Anion Gap,0.04973424971103668,24.0
3,1339,2339,5337,3339,xgboost,XGBoost,RR+100%mean,Respiratory Rate,0.04964043200016022,25.0
3,1339,2339,5337,3339,xgboost,XGBoost,Hb+100%mean,Hemoglobin,0.04423636943101883,26.0
3,1339,2339,5337,3339,xgboost,XGBoost,PaO2+100%mean,Partial Pressure of O2,0.04344842582941055,27.0
3,1339,2339,5337,3339,xgboost,XGBoost,Height+100%mean,Height,0.030530454590916634,28.0
3,1339,2339,5337,3339,xgboost,XGBoost,ALAT+100%mean,ALAT,0.02729681320488453,29.0
3,1339,2339,5337,3339,xgboost,XGBoost,Sex,Sex,0.007337064482271671,30.0
